"error","bikesInUsage","electricalBikesInUsage","mechanicalBikesInUsage","dateTime"
0,577,10,567,"2018-10-01 09:33:52"
0,490,2,488,"2018-10-01 12:20:06"
0,607,5,602,"2018-10-01 14:03:19"
0,620,7,613,"2018-10-01 15:05:20"
0,657,11,646,"2018-10-01 15:16:20"
0,776,16,760,"2018-10-02 09:16:20"
0,501,5,496,"2018-10-02 13:32:41"
0,492,5,487,"2018-10-02 13:31:20"
0,617,5,612,"2018-10-02 13:46:21"
0,595,5,590,"2018-10-02 14:01:22"
0,782,6,776,"2018-10-02 14:16:20"
0,716,9,707,"2018-10-02 14:31:22"
0,834,11,823,"2018-10-02 14:46:21"
0,635,6,629,"2018-10-02 15:01:20"
0,741,10,731,"2018-10-02 15:16:20"
0,679,12,667,"2018-10-02 15:31:20"
0,660,10,650,"2018-10-02 15:46:19"
0,556,8,548,"2018-10-02 16:01:21"
0,678,10,668,"2018-10-02 16:16:20"
0,624,11,613,"2018-10-02 16:31:19"
0,1128,12,1116,"2018-10-02 18:31:20"
0,594,12,582,"2018-10-03 09:46:20"
0,544,2,542,"2018-10-03 13:16:20"
0,1064,20,1044,"2018-10-05 08:48:58"
0,359,4,355,"2018-10-05 11:04:35"
0,407,0,407,"2018-10-05 12:04:48"
0,421,3,418,"2018-10-05 12:33:57"
0,455,2,453,"2018-10-05 12:49:10"
0,519,6,513,"2018-10-05 13:30:41"
0,637,3,634,"2018-10-05 13:46:50"
0,766,5,761,"2018-10-05 15:03:33"
0,881,6,875,"2018-10-05 15:08:15"
0,948,6,942,"2018-10-05 15:15:58"
0,608,12,596,"2018-10-05 16:03:21"
0,668,10,658,"2018-10-05 16:14:58"
0,709,12,697,"2018-10-05 16:29:58"
0,677,15,662,"2018-10-05 16:44:57"
0,610,13,597,"2018-10-05 16:59:57"
0,738,11,727,"2018-10-05 17:14:57"
0,770,12,758,"2018-10-05 17:29:57"
0,785,8,777,"2018-10-05 17:44:57"
0,748,8,740,"2018-10-05 17:59:57"
0,880,8,872,"2018-10-05 18:14:57"
0,857,9,848,"2018-10-05 18:29:57"
0,899,7,892,"2018-10-05 18:44:57"
0,824,10,814,"2018-10-05 18:59:57"
0,851,8,843,"2018-10-05 19:14:57"
0,813,9,804,"2018-10-05 19:29:57"
0,798,9,789,"2018-10-05 19:46:18"
0,695,7,688,"2018-10-05 20:01:18"
0,733,11,722,"2018-10-05 20:16:17"
0,645,6,639,"2018-10-05 20:31:18"
0,656,5,651,"2018-10-05 20:46:18"
0,600,7,593,"2018-10-05 21:01:18"
0,617,8,609,"2018-10-05 21:16:17"
0,522,4,518,"2018-10-05 21:31:18"
0,457,4,453,"2018-10-05 21:46:18"
0,398,8,390,"2018-10-05 22:01:17"
0,365,7,358,"2018-10-05 22:16:17"
0,330,2,328,"2018-10-05 22:31:17"
0,345,5,340,"2018-10-05 22:46:17"
0,307,6,301,"2018-10-05 23:01:18"
0,294,6,288,"2018-10-05 23:16:17"
0,314,6,308,"2018-10-05 23:31:17"
0,275,5,270,"2018-10-05 23:46:17"
0,294,3,291,"2018-10-06 00:01:19"
0,323,4,319,"2018-10-06 00:16:17"
0,311,7,304,"2018-10-06 00:31:18"
0,297,5,292,"2018-10-06 00:46:17"
0,254,4,250,"2018-10-06 01:01:17"
0,264,3,261,"2018-10-06 01:16:17"
0,223,4,219,"2018-10-06 01:31:18"
0,246,2,244,"2018-10-06 01:46:19"
0,209,2,207,"2018-10-06 02:01:17"
0,179,5,174,"2018-10-06 02:16:16"
0,188,2,186,"2018-10-06 02:31:17"
0,184,3,181,"2018-10-06 02:46:17"
0,179,3,176,"2018-10-06 03:01:16"
0,156,2,154,"2018-10-06 03:16:17"
0,150,3,147,"2018-10-06 03:31:17"
0,116,3,113,"2018-10-06 03:46:17"
0,89,2,87,"2018-10-06 04:01:16"
0,91,2,89,"2018-10-06 04:16:16"
0,83,2,81,"2018-10-06 04:34:34"
0,67,2,65,"2018-10-06 04:46:16"
0,73,2,71,"2018-10-06 05:01:17"
0,78,4,74,"2018-10-06 05:16:18"
0,76,3,73,"2018-10-06 05:31:18"
0,88,2,86,"2018-10-06 05:46:19"
0,90,2,88,"2018-10-06 06:01:18"
0,88,2,86,"2018-10-06 06:16:19"
0,98,3,95,"2018-10-06 06:31:19"
0,120,3,117,"2018-10-06 06:46:17"
0,82,2,80,"2018-10-06 07:01:18"
0,106,2,104,"2018-10-06 07:16:18"
0,124,2,122,"2018-10-06 07:31:18"
0,146,2,144,"2018-10-06 07:46:18"
0,134,2,132,"2018-10-06 08:01:18"
0,147,3,144,"2018-10-06 08:16:18"
0,185,6,179,"2018-10-06 08:31:19"
0,243,2,241,"2018-10-06 08:46:17"
0,194,2,192,"2018-10-06 09:01:18"
0,215,2,213,"2018-10-06 09:16:18"
0,283,3,280,"2018-10-06 09:31:18"
0,323,4,319,"2018-10-06 09:46:18"
0,288,5,283,"2018-10-06 10:01:18"
0,308,4,304,"2018-10-06 10:16:18"
0,320,5,315,"2018-10-06 10:31:18"
0,341,5,336,"2018-10-06 10:46:18"
0,333,4,329,"2018-10-06 11:01:18"
0,367,5,362,"2018-10-06 11:16:18"
0,393,7,386,"2018-10-06 11:31:18"
0,449,9,440,"2018-10-06 11:46:18"
0,420,6,414,"2018-10-06 12:01:18"
0,435,3,432,"2018-10-06 12:16:18"
0,434,5,429,"2018-10-06 12:31:17"
0,440,10,430,"2018-10-06 12:46:18"
0,428,7,421,"2018-10-06 13:01:18"
0,488,5,483,"2018-10-06 13:16:18"
0,437,5,432,"2018-10-06 13:31:17"
0,456,7,449,"2018-10-06 13:46:18"
0,473,7,466,"2018-10-06 14:01:18"
0,475,6,469,"2018-10-06 14:16:18"
0,454,9,445,"2018-10-06 14:31:17"
0,429,7,422,"2018-10-06 14:46:18"
0,346,5,341,"2018-10-06 15:01:18"
0,362,6,356,"2018-10-06 15:16:18"
0,342,4,338,"2018-10-06 15:31:17"
0,397,7,390,"2018-10-06 15:46:18"
0,353,6,347,"2018-10-06 16:01:18"
0,398,6,392,"2018-10-06 16:16:17"
0,452,5,447,"2018-10-06 16:31:17"
0,469,6,463,"2018-10-06 16:46:17"
0,429,3,426,"2018-10-06 17:01:18"
0,451,6,445,"2018-10-06 17:16:17"
0,472,5,467,"2018-10-06 17:31:17"
0,499,10,489,"2018-10-06 17:46:17"
0,505,16,489,"2018-10-06 18:01:18"
0,524,5,519,"2018-10-06 18:16:17"
0,465,5,460,"2018-10-06 18:31:17"
0,506,5,501,"2018-10-06 18:46:17"
0,524,3,521,"2018-10-06 19:01:18"
0,535,5,530,"2018-10-06 19:16:17"
0,562,5,557,"2018-10-06 19:31:17"
0,535,4,531,"2018-10-06 19:46:17"
0,502,6,496,"2018-10-06 20:01:17"
0,513,11,502,"2018-10-06 20:16:17"
0,475,9,466,"2018-10-06 20:31:18"
0,478,4,474,"2018-10-06 20:46:16"
0,465,4,461,"2018-10-06 21:01:17"
0,465,1,464,"2018-10-06 21:16:17"
0,426,1,425,"2018-10-06 21:31:17"
0,364,1,363,"2018-10-06 21:46:16"
0,348,6,342,"2018-10-06 22:01:17"
0,301,7,294,"2018-10-06 22:16:16"
0,289,5,284,"2018-10-06 22:31:17"
0,273,1,272,"2018-10-06 22:46:16"
0,252,3,249,"2018-10-06 23:01:17"
0,296,4,292,"2018-10-06 23:16:17"
0,265,0,265,"2018-10-06 23:31:17"
0,278,2,276,"2018-10-06 23:46:16"
0,243,3,240,"2018-10-07 00:01:18"
0,312,5,307,"2018-10-07 00:16:17"
0,261,4,257,"2018-10-07 00:31:17"
0,268,2,266,"2018-10-07 00:46:16"
0,208,4,204,"2018-10-07 01:01:17"
0,248,3,245,"2018-10-07 01:16:17"
0,245,2,243,"2018-10-07 01:31:17"
0,191,1,190,"2018-10-07 01:46:16"
0,187,3,184,"2018-10-07 02:01:16"
0,172,4,168,"2018-10-07 02:16:16"
0,166,2,164,"2018-10-07 02:31:16"
0,159,1,158,"2018-10-07 02:46:16"
0,127,0,127,"2018-10-07 03:01:16"
0,143,1,142,"2018-10-07 03:16:16"
0,129,1,128,"2018-10-07 03:31:16"
0,114,4,110,"2018-10-07 03:46:16"
0,92,3,89,"2018-10-07 04:01:17"
0,81,1,80,"2018-10-07 04:16:16"
0,69,0,69,"2018-10-07 04:34:40"
0,80,0,80,"2018-10-07 04:46:16"
0,64,1,63,"2018-10-07 05:01:17"
0,71,2,69,"2018-10-07 05:16:18"
0,78,1,77,"2018-10-07 05:31:18"
0,83,1,82,"2018-10-07 05:46:18"
0,67,0,67,"2018-10-07 06:01:18"
0,89,1,88,"2018-10-07 06:16:18"
0,108,1,107,"2018-10-07 06:31:17"
0,92,0,92,"2018-10-07 06:46:18"
0,71,0,71,"2018-10-07 07:01:19"
0,95,2,93,"2018-10-07 07:16:18"
0,82,1,81,"2018-10-07 07:31:18"
0,114,0,114,"2018-10-07 07:46:18"
0,93,0,93,"2018-10-07 08:01:18"
0,108,0,108,"2018-10-07 08:16:18"
0,111,1,110,"2018-10-07 08:31:18"
0,157,0,157,"2018-10-07 08:46:17"
0,143,0,143,"2018-10-07 09:01:18"
0,141,0,141,"2018-10-07 09:16:17"
0,166,1,165,"2018-10-07 09:31:18"
0,227,1,226,"2018-10-07 09:46:17"
0,199,0,199,"2018-10-07 10:01:18"
0,195,2,193,"2018-10-07 10:16:17"
0,199,0,199,"2018-10-07 10:31:17"
0,227,0,227,"2018-10-07 10:46:18"
0,233,0,233,"2018-10-07 11:01:17"
0,250,1,249,"2018-10-07 11:16:17"
0,250,0,250,"2018-10-07 11:31:18"
0,343,2,341,"2018-10-07 11:46:17"
0,258,3,255,"2018-10-07 12:01:18"
0,267,1,266,"2018-10-07 12:16:17"
0,286,2,284,"2018-10-07 12:31:17"
0,265,2,263,"2018-10-07 12:46:17"
0,176,1,175,"2018-10-07 13:01:17"
0,258,1,257,"2018-10-07 13:16:17"
0,326,6,320,"2018-10-07 13:31:17"
0,342,6,336,"2018-10-07 13:46:17"
0,343,5,338,"2018-10-07 14:01:18"
0,350,1,349,"2018-10-07 14:16:17"
0,377,5,372,"2018-10-07 14:31:17"
0,320,5,315,"2018-10-07 14:46:18"
0,306,4,302,"2018-10-07 15:01:17"
0,302,2,300,"2018-10-07 15:16:17"
0,354,4,350,"2018-10-07 15:31:17"
0,333,4,329,"2018-10-07 15:46:16"
0,308,0,308,"2018-10-07 16:01:17"
0,369,0,369,"2018-10-07 16:16:17"
0,371,4,367,"2018-10-07 16:31:17"
0,410,8,402,"2018-10-07 16:46:16"
0,382,7,375,"2018-10-07 17:01:17"
0,435,7,428,"2018-10-07 17:16:17"
0,412,13,399,"2018-10-07 17:31:17"
0,451,12,439,"2018-10-07 17:46:17"
0,473,11,462,"2018-10-07 18:01:17"
0,452,10,442,"2018-10-07 18:16:17"
0,428,9,419,"2018-10-07 18:31:17"
0,439,8,431,"2018-10-07 18:46:16"
0,407,4,403,"2018-10-07 19:01:17"
0,441,4,437,"2018-10-07 19:16:16"
0,431,2,429,"2018-10-07 19:31:17"
0,420,7,413,"2018-10-07 19:46:17"
0,391,3,388,"2018-10-07 20:01:17"
0,433,3,430,"2018-10-07 20:16:17"
0,398,4,394,"2018-10-07 20:31:16"
0,321,2,319,"2018-10-07 20:46:16"
0,265,2,263,"2018-10-07 21:01:17"
0,218,3,215,"2018-10-07 21:16:16"
0,196,2,194,"2018-10-07 21:31:17"
0,173,1,172,"2018-10-07 21:46:17"
0,162,0,162,"2018-10-07 22:01:17"
0,132,0,132,"2018-10-07 22:16:16"
0,112,1,111,"2018-10-07 22:31:17"
0,169,2,167,"2018-10-07 22:46:16"
0,123,2,121,"2018-10-07 23:01:16"
0,153,4,149,"2018-10-07 23:16:16"
0,122,1,121,"2018-10-07 23:31:16"
0,124,1,123,"2018-10-07 23:46:17"
0,118,2,116,"2018-10-08 00:01:22"
0,145,1,144,"2018-10-08 00:16:17"
0,113,1,112,"2018-10-08 00:31:16"
0,101,1,100,"2018-10-08 00:46:16"
0,86,1,85,"2018-10-08 01:01:17"
0,73,2,71,"2018-10-08 01:16:16"
0,66,0,66,"2018-10-08 01:31:16"
0,55,1,54,"2018-10-08 01:46:16"
0,48,1,47,"2018-10-08 02:01:16"
0,28,1,27,"2018-10-08 02:16:16"
0,22,0,22,"2018-10-08 02:31:17"
0,21,0,21,"2018-10-08 02:46:16"
0,20,0,20,"2018-10-08 03:01:16"
0,20,0,20,"2018-10-08 03:16:15"
0,20,0,20,"2018-10-08 03:31:16"
0,19,0,19,"2018-10-08 03:46:15"
0,18,0,18,"2018-10-08 04:01:16"
0,18,0,18,"2018-10-08 04:16:16"
0,17,0,17,"2018-10-08 04:34:30"
0,17,0,17,"2018-10-08 04:46:15"
0,18,0,18,"2018-10-08 05:01:16"
0,26,0,26,"2018-10-08 05:16:18"
0,44,0,44,"2018-10-08 05:31:17"
0,52,0,52,"2018-10-08 05:46:17"
0,41,0,41,"2018-10-08 06:01:18"
0,58,0,58,"2018-10-08 06:16:17"
0,110,3,107,"2018-10-08 06:31:17"
0,178,2,176,"2018-10-08 06:46:17"
0,176,1,175,"2018-10-08 07:01:17"
0,310,1,309,"2018-10-08 07:16:18"
0,465,3,462,"2018-10-08 07:31:17"
0,814,10,804,"2018-10-08 07:46:17"
0,730,9,721,"2018-10-08 08:01:18"
0,738,10,728,"2018-10-08 08:16:17"
0,793,18,775,"2018-10-08 08:31:17"
0,1017,31,986,"2018-10-08 08:46:17"
0,838,15,823,"2018-10-08 09:01:18"
0,684,13,671,"2018-10-08 09:16:17"
0,553,6,547,"2018-10-08 09:31:18"
0,516,8,508,"2018-10-08 09:46:17"
0,369,0,369,"2018-10-08 10:01:18"
0,362,1,361,"2018-10-08 10:16:17"
0,341,1,340,"2018-10-08 10:31:18"
0,371,2,369,"2018-10-08 10:46:17"
0,303,2,301,"2018-10-08 11:01:17"
0,320,1,319,"2018-10-08 11:16:17"
0,285,0,285,"2018-10-08 11:31:16"
0,354,2,352,"2018-10-08 11:46:17"
0,293,2,291,"2018-10-08 12:01:17"
0,231,3,228,"2018-10-08 12:16:17"
0,221,3,218,"2018-10-08 12:31:17"
0,315,5,310,"2018-10-08 12:46:17"
0,341,3,338,"2018-10-08 13:01:18"
0,388,3,385,"2018-10-08 13:16:17"
0,429,5,424,"2018-10-08 13:31:16"
0,506,2,504,"2018-10-08 13:46:16"
0,519,3,516,"2018-10-08 14:01:17"
0,702,7,695,"2018-10-08 14:16:16"
0,611,9,602,"2018-10-08 14:31:17"
0,669,7,662,"2018-10-08 14:46:16"
0,511,8,503,"2018-10-08 15:01:17"
0,611,9,602,"2018-10-08 15:16:16"
0,535,8,527,"2018-10-08 15:31:17"
0,551,7,544,"2018-10-08 15:46:16"
0,505,3,502,"2018-10-08 16:01:16"
0,578,7,571,"2018-10-08 16:16:16"
0,484,5,479,"2018-10-08 16:31:17"
0,613,7,606,"2018-10-08 16:46:16"
0,510,1,509,"2018-10-08 17:01:17"
0,691,9,682,"2018-10-08 17:16:16"
0,684,13,671,"2018-10-08 17:31:16"
0,756,3,753,"2018-10-08 17:46:16"
0,741,10,731,"2018-10-08 18:01:16"
0,1079,9,1070,"2018-10-08 18:16:16"
0,1051,10,1041,"2018-10-08 18:31:16"
0,993,9,984,"2018-10-08 18:46:16"
0,894,12,882,"2018-10-08 19:01:16"
0,722,6,716,"2018-10-08 19:16:17"
0,546,5,541,"2018-10-08 19:31:16"
0,652,9,643,"2018-10-08 19:46:16"
0,615,9,606,"2018-10-08 20:01:17"
0,637,9,628,"2018-10-08 20:16:15"
0,574,6,568,"2018-10-08 20:31:16"
0,553,6,547,"2018-10-08 20:46:16"
0,562,5,557,"2018-10-08 21:01:17"
0,597,5,592,"2018-10-08 21:16:16"
0,445,3,442,"2018-10-08 21:31:16"
0,403,2,401,"2018-10-08 21:46:16"
0,339,3,336,"2018-10-08 22:01:16"
0,357,0,357,"2018-10-08 22:16:15"
0,266,3,263,"2018-10-08 22:31:16"
0,263,4,259,"2018-10-08 22:46:15"
0,209,4,205,"2018-10-08 23:01:15"
0,218,9,209,"2018-10-08 23:16:16"
0,219,3,216,"2018-10-08 23:31:16"
0,190,5,185,"2018-10-08 23:46:16"
0,187,3,184,"2018-10-09 00:01:18"
0,181,4,177,"2018-10-09 00:16:16"
0,153,1,152,"2018-10-09 00:31:16"
0,123,1,122,"2018-10-09 00:46:15"
0,107,1,106,"2018-10-09 01:01:15"
0,96,0,96,"2018-10-09 01:16:16"
0,87,1,86,"2018-10-09 01:31:15"
0,71,3,68,"2018-10-09 01:46:16"
0,50,1,49,"2018-10-09 02:01:15"
0,23,0,23,"2018-10-09 02:16:15"
0,17,0,17,"2018-10-09 02:31:15"
0,17,0,17,"2018-10-09 02:46:15"
0,17,0,17,"2018-10-09 03:01:15"
0,17,0,17,"2018-10-09 03:16:15"
0,17,0,17,"2018-10-09 03:31:15"
0,17,0,17,"2018-10-09 03:46:15"
0,17,0,17,"2018-10-09 04:01:16"
0,17,0,17,"2018-10-09 04:16:16"
0,17,0,17,"2018-10-09 04:34:37"
0,17,0,17,"2018-10-09 04:46:15"
0,20,0,20,"2018-10-09 05:01:15"
0,34,0,34,"2018-10-09 05:16:17"
0,46,0,46,"2018-10-09 05:31:17"
0,69,0,69,"2018-10-09 05:46:17"
0,47,0,47,"2018-10-09 06:01:17"
0,64,0,64,"2018-10-09 06:16:17"
0,121,0,121,"2018-10-09 06:31:17"
0,185,0,185,"2018-10-09 06:46:17"
0,142,0,142,"2018-10-09 07:01:17"
0,222,0,222,"2018-10-09 07:16:17"
0,442,5,437,"2018-10-09 07:31:17"
0,770,4,766,"2018-10-09 07:46:16"
0,564,10,554,"2018-10-09 08:01:17"
0,387,7,380,"2018-10-09 08:16:17"
0,260,2,258,"2018-10-09 08:31:17"
0,316,3,313,"2018-10-09 08:46:17"
0,264,5,259,"2018-10-09 09:01:16"
0,162,3,159,"2018-10-09 09:16:17"
0,92,0,92,"2018-10-09 09:31:16"
0,102,0,102,"2018-10-09 09:46:16"
0,166,0,166,"2018-10-09 10:01:17"
0,224,2,222,"2018-10-09 10:16:16"
0,267,3,264,"2018-10-09 10:31:16"
0,282,1,281,"2018-10-09 10:46:17"
0,274,2,272,"2018-10-09 11:01:16"
0,322,4,318,"2018-10-09 11:16:16"
0,324,3,321,"2018-10-09 11:31:17"
0,360,2,358,"2018-10-09 11:46:16"
0,313,2,311,"2018-10-09 12:01:16"
0,378,2,376,"2018-10-09 12:16:16"
0,380,1,379,"2018-10-09 12:31:17"
0,470,3,467,"2018-10-09 12:46:16"
0,396,2,394,"2018-10-09 13:01:17"
0,478,5,473,"2018-10-09 13:16:15"
0,436,3,433,"2018-10-09 13:31:16"
0,587,3,584,"2018-10-09 13:46:17"
0,529,5,524,"2018-10-09 14:01:16"
0,745,9,736,"2018-10-09 14:16:16"
0,670,10,660,"2018-10-09 14:31:16"
0,756,11,745,"2018-10-09 14:46:17"
0,610,10,600,"2018-10-09 15:01:16"
0,685,9,676,"2018-10-09 15:16:16"
0,562,11,551,"2018-10-09 15:31:16"
0,606,7,599,"2018-10-09 15:46:16"
0,505,7,498,"2018-10-09 16:01:17"
0,629,6,623,"2018-10-09 16:16:16"
0,555,4,551,"2018-10-09 16:31:17"
0,657,9,648,"2018-10-09 16:46:16"
0,520,7,513,"2018-10-09 17:01:16"
0,715,9,706,"2018-10-09 17:16:16"
0,716,13,703,"2018-10-09 17:31:16"
0,828,11,817,"2018-10-09 17:46:16"
0,799,12,787,"2018-10-09 18:01:16"
0,1026,10,1016,"2018-10-09 18:16:16"
0,985,9,976,"2018-10-09 18:31:16"
0,970,9,961,"2018-10-09 18:46:15"
0,824,16,808,"2018-10-09 19:01:16"
0,890,15,875,"2018-10-09 19:16:16"
0,453,7,446,"2018-10-09 19:31:16"
0,192,4,188,"2018-10-09 19:46:15"
0,100,0,100,"2018-10-09 20:01:16"
0,112,1,111,"2018-10-09 20:16:15"
0,89,0,89,"2018-10-09 20:31:16"
0,116,1,115,"2018-10-09 20:46:15"
0,221,1,220,"2018-10-09 21:01:16"
0,288,2,286,"2018-10-09 21:16:15"
0,197,1,196,"2018-10-09 21:31:15"
0,189,2,187,"2018-10-09 21:46:15"
0,89,2,87,"2018-10-09 22:01:15"
0,58,0,58,"2018-10-09 22:16:15"
0,54,0,54,"2018-10-09 22:31:15"
0,53,1,52,"2018-10-09 22:46:18"
0,68,0,68,"2018-10-09 23:01:17"
0,82,0,82,"2018-10-09 23:16:15"
0,75,2,73,"2018-10-09 23:31:15"
0,78,1,77,"2018-10-09 23:46:15"
0,108,2,106,"2018-10-10 00:01:21"
0,133,1,132,"2018-10-10 00:16:16"
0,101,2,99,"2018-10-10 00:31:15"
0,87,2,85,"2018-10-10 00:46:15"
0,82,1,81,"2018-10-10 01:01:16"
0,71,0,71,"2018-10-10 01:16:15"
0,66,4,62,"2018-10-10 01:31:15"
0,54,2,52,"2018-10-10 01:46:15"
0,56,3,53,"2018-10-10 02:01:16"
0,33,1,32,"2018-10-10 02:16:15"
0,25,0,25,"2018-10-10 02:31:16"
0,23,0,23,"2018-10-10 02:46:15"
0,23,0,23,"2018-10-10 03:01:15"
0,23,0,23,"2018-10-10 03:16:14"
0,23,0,23,"2018-10-10 03:31:15"
0,22,0,22,"2018-10-10 03:46:14"
0,22,0,22,"2018-10-10 04:01:15"
0,22,0,22,"2018-10-10 04:16:15"
0,22,0,22,"2018-10-10 04:34:38"
0,22,0,22,"2018-10-10 04:46:15"
0,24,0,24,"2018-10-10 05:01:15"
0,38,0,38,"2018-10-10 05:16:16"
0,37,0,37,"2018-10-10 05:31:17"
0,51,0,51,"2018-10-10 05:46:16"
0,49,0,49,"2018-10-10 06:01:17"
0,66,0,66,"2018-10-10 06:16:16"
0,98,1,97,"2018-10-10 06:31:17"
0,91,0,91,"2018-10-10 06:46:16"
0,72,0,72,"2018-10-10 07:01:17"
0,105,0,105,"2018-10-10 07:16:16"
0,230,1,229,"2018-10-10 07:31:17"
0,461,7,454,"2018-10-10 07:46:16"
0,525,8,517,"2018-10-10 08:01:17"
0,469,4,465,"2018-10-10 08:16:16"
0,493,8,485,"2018-10-10 08:31:16"
0,482,9,473,"2018-10-10 08:46:16"
0,165,4,161,"2018-10-10 09:01:16"
0,105,1,104,"2018-10-10 09:16:16"
0,99,0,99,"2018-10-10 09:31:17"
0,164,1,163,"2018-10-10 09:46:16"
0,242,2,240,"2018-10-10 10:01:16"
0,250,3,247,"2018-10-10 10:16:15"
0,280,1,279,"2018-10-10 10:31:17"
0,303,2,301,"2018-10-10 10:46:16"
0,317,3,314,"2018-10-10 11:01:16"
0,338,5,333,"2018-10-10 11:16:16"
0,345,4,341,"2018-10-10 11:31:17"
0,400,4,396,"2018-10-10 11:46:16"
0,377,6,371,"2018-10-10 12:01:16"
0,385,3,382,"2018-10-10 12:16:16"
0,435,4,431,"2018-10-10 12:31:15"
0,459,8,451,"2018-10-10 12:46:16"
0,424,6,418,"2018-10-10 13:01:16"
0,467,6,461,"2018-10-10 13:16:16"
0,489,2,487,"2018-10-10 13:31:16"
0,556,4,552,"2018-10-10 13:46:16"
0,519,4,515,"2018-10-10 14:01:16"
0,730,5,725,"2018-10-10 14:16:16"
0,701,10,691,"2018-10-10 14:31:15"
0,744,11,733,"2018-10-10 14:46:16"
0,632,6,626,"2018-10-10 15:01:16"
0,699,5,694,"2018-10-10 15:16:16"
0,629,5,624,"2018-10-10 15:31:16"
0,611,6,605,"2018-10-10 15:46:16"
0,549,3,546,"2018-10-10 16:01:16"
0,678,6,672,"2018-10-10 16:16:15"
0,590,10,580,"2018-10-10 16:31:15"
0,681,8,673,"2018-10-10 16:46:16"
0,537,7,530,"2018-10-10 17:01:15"
0,714,10,704,"2018-10-10 17:16:15"
0,754,11,743,"2018-10-10 17:31:17"
0,820,14,806,"2018-10-10 17:46:15"
0,831,9,822,"2018-10-10 18:01:16"
0,1113,12,1101,"2018-10-10 18:16:15"
0,1077,17,1060,"2018-10-10 18:31:16"
0,1071,13,1058,"2018-10-10 18:46:15"
0,1035,14,1021,"2018-10-10 19:01:16"
0,1047,14,1033,"2018-10-10 19:16:15"
0,943,17,926,"2018-10-10 19:31:15"
0,924,18,906,"2018-10-10 19:46:16"
0,725,17,708,"2018-10-10 20:01:15"
0,827,10,817,"2018-10-10 20:16:16"
0,682,9,673,"2018-10-10 20:31:15"
0,625,3,622,"2018-10-10 20:46:15"
0,508,4,504,"2018-10-10 21:01:16"
0,368,1,367,"2018-10-10 21:16:15"
0,160,0,160,"2018-10-10 21:31:15"
0,115,1,114,"2018-10-10 21:46:15"
0,116,0,116,"2018-10-10 22:01:15"
0,190,1,189,"2018-10-10 22:16:14"
0,184,1,183,"2018-10-10 22:31:15"
0,198,3,195,"2018-10-10 22:46:14"
0,198,3,195,"2018-10-10 23:01:15"
0,250,6,244,"2018-10-10 23:16:15"
0,220,7,213,"2018-10-10 23:31:15"
0,208,4,204,"2018-10-10 23:46:14"
0,189,3,186,"2018-10-11 00:01:18"
0,250,5,245,"2018-10-11 00:16:15"
0,192,4,188,"2018-10-11 00:31:15"
0,152,1,151,"2018-10-11 00:46:15"
0,121,0,121,"2018-10-11 01:01:16"
0,97,0,97,"2018-10-11 01:16:18"
0,90,0,90,"2018-10-11 01:31:14"
0,69,2,67,"2018-10-11 01:46:15"
0,81,1,80,"2018-10-11 02:01:15"
0,30,0,30,"2018-10-11 02:16:15"
0,22,0,22,"2018-10-11 02:31:14"
0,19,0,19,"2018-10-11 02:46:15"
0,19,0,19,"2018-10-11 03:01:15"
0,17,0,17,"2018-10-11 03:16:14"
